array_size,program_name,num_threads,min_parallel_size,thread_stack_size,time
15,serialMergeSort,1,0,0,1699.9
15,parallelMergeSort,6,1,1048576,972640.6
15,openmpMergeSort,6,1,1048576,220299.7
20,serialMergeSort,1,0,0,2180.9
20,parallelMergeSort,6,1,1048576,882779.8
20,openmpMergeSort,6,1,1048576,204590.5
30,serialMergeSort,1,0,0,3463.8
30,parallelMergeSort,6,1,1048576,791994.8
30,openmpMergeSort,6,1,1048576,694738.2
40,serialMergeSort,1,0,0,4484.6
40,parallelMergeSort,6,1,1048576,28502560.8
40,openmpMergeSort,6,1,1048576,1825430.8
60,serialMergeSort,1,0,0,6389.5
60,parallelMergeSort,6,1,1048576,1246338.7
60,openmpMergeSort,6,1,1048576,827566.9
80,serialMergeSort,1,0,0,8076.4
80,parallelMergeSort,6,1,1048576,51236438.0
80,openmpMergeSort,6,1,1048576,1208363.9
100,serialMergeSort,1,0,0,10690.0
100,parallelMergeSort,6,1,1048576,977924.6
100,openmpMergeSort,6,1,1048576,707280.6
150,serialMergeSort,1,0,0,16528.1
150,parallelMergeSort,6,1,1048576,1222066.8
150,openmpMergeSort,6,1,1048576,263280.3
200,serialMergeSort,1,0,0,21827.8
200,parallelMergeSort,6,1,1048576,1097251.4
200,openmpMergeSort,6,1,1048576,234433.4
250,serialMergeSort,1,0,0,40702.0
250,parallelMergeSort,6,1,1048576,982478.7
250,openmpMergeSort,6,1,1048576,1484651.8
300,serialMergeSort,1,0,0,35500.7
300,parallelMergeSort,6,1,1048576,905507.1
300,openmpMergeSort,6,1,1048576,253134.5
350,serialMergeSort,1,0,0,44353.7
350,parallelMergeSort,6,1,1048576,954841.3
350,openmpMergeSort,6,1,1048576,222971.2
400,serialMergeSort,1,0,0,46801.5
400,parallelMergeSort,6,1,1048576,916212.2
400,openmpMergeSort,6,1,1048576,1320639.4
500,serialMergeSort,1,0,0,58182.0
500,parallelMergeSort,6,1,1048576,896868.8
500,openmpMergeSort,6,1,1048576,1436690.9
5,serialMergeSort,1,0,0,565.1
5,parallelMergeSort,6,1,1048576,770328.0
5,openmpMergeSort,6,1,1048576,1251435.1
10,serialMergeSort,1,0,0,1181.1
10,parallelMergeSort,6,1,1048576,51092246.4
10,openmpMergeSort,6,1,1048576,708504.1
15,serialMergeSort,1,0,0,1745.0
15,parallelMergeSort,6,1,1048576,883911.6
15,openmpMergeSort,6,1,1048576,1342597.3
20,serialMergeSort,1,0,0,2463.2
20,parallelMergeSort,6,1,1048576,947150.8
20,openmpMergeSort,6,1,1048576,813519.7
30,serialMergeSort,1,0,0,3394.9
30,parallelMergeSort,6,1,1048576,895835.3
30,openmpMergeSort,6,1,1048576,1478210.5
40,serialMergeSort,1,0,0,4618.2
40,parallelMergeSort,6,1,1048576,880433.7
40,openmpMergeSort,6,1,1048576,236875.5
60,serialMergeSort,1,0,0,6870.2
60,parallelMergeSort,6,1,1048576,948821.4
60,openmpMergeSort,6,1,1048576,1744064.6
80,serialMergeSort,1,0,0,8869.6
