array_size,program_name,num_threads,min_parallel_size,thread_stack_size,time
10000000,openmpMergeSortIterative,32,1,1048576,270396835.1
10000000,parallelMergeSortIterative,8,1,1048576,208572713.6
10000000,parallelMergeSortIterative,16,1,1048576,170198404.2
10000000,parallelMergeSortIterative,32,1,1048576,162847720.0
10000000,tholderMergeSortIterative,8,1,1048576,204353567.5
10000000,tholderMergeSortIterative,16,1,1048576,176176917.3
10000000,tholderMergeSortIterative,32,1,1048576,162829414.9
10000000,serialMergeSortIterative,1,0,0,881473762.1
30000,serialMergeSort,1,0,0,2372285.1
30000,parallelMergeSort,8,1,1048576,947213.3
30000,parallelMergeSort,16,1,1048576,1240683.3
30000,parallelMergeSort,32,1,1048576,1948218.4
30000,openmpMergeSort,8,1,1048576,927742.6
30000,openmpMergeSort,16,1,1048576,1067529.7
30000,openmpMergeSort,32,1,1048576,6271377.4
30000,openmpMergeSortIterative,8,1,1048576,650933.4
30000,openmpMergeSortIterative,16,1,1048576,813665.7
30000,openmpMergeSortIterative,32,1,1048576,113701294.1
30000,parallelMergeSortIterative,8,1,1048576,3057086.4
30000,parallelMergeSortIterative,16,1,1048576,5951122.9
30000,parallelMergeSortIterative,32,1,1048576,10884162.6
30000,tholderMergeSortIterative,8,1,1048576,1091477.7
30000,tholderMergeSortIterative,16,1,1048576,1419480.6
30000,tholderMergeSortIterative,32,1,1048576,1753739.5
30000,serialMergeSortIterative,1,0,0,1688284.2
40000,serialMergeSort,1,0,0,3262390.0
40000,parallelMergeSort,8,1,1048576,1198306.4
40000,parallelMergeSort,16,1,1048576,1315162.0
40000,parallelMergeSort,32,1,1048576,2104021.8
